NID,제목,URL,콘텐츠 타입,ITEM 분류,공공누리,디스크렙션,시기분류,종간콘텐츠 여부,주제분류,핵심 키워드
65421,[Proto Type] 서울도시기본계획 모니터링 리포트,/node/65421,DXPR Layout,,,,,,,
65422,[Proto Type] 서울도시기본계획 모니터링 리포트2,/node/65422,DXPR Layout,,,,,,,
65429,서울연구데이터서비스,/node/65429,DXPR Layout,,,,,,,
65430,Theme test2,/node/65430,DXPR Layout,,,,,,,
65431,"2024 서울의 주목할만한 현주소, 시민생애주기",/node/65431,DXPR Layout,서울도시기본계획 모니터링 > 서울도시기본계획 모니터링 2024,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2020년대",아니오,"인구가구, 사회",
65433,collapse slider,/node/65433,DXPR Layout,,,,,,,
65434,"2024 서울의 주목할만한 현주소, 인구변화",/node/65434,DXPR Layout,서울도시기본계획 모니터링 > 서울도시기본계획 모니터링 2024,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2020년대",아니오,인구가구,
65435,서울의 주목할만한 현주소 ,/node/65435,DXPR Layout,,,,,,,
65437,"2024 서울의 주목할만한 현주소, 주택보급",/node/65437,DXPR Layout,서울도시기본계획 모니터링 > 서울도시기본계획 모니터링 2024,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2020년대",아니오,"주택, 인구가구",
65438,collapse test,/node/65438,DXPR Layout,,,,,,,
65439,현주소template,/node/65439,DXPR Layout,,,,,,,
65440,"2024 서울의 주목할만한 현주소, 주택유형",/node/65440,DXPR Layout,서울도시기본계획 모니터링 > 서울도시기본계획 모니터링 2024,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2020년대",아니오,"주택, 토지이용",
65441,"2024 서울의 주목할만한 현주소, 건축물생애주기",/node/65441,DXPR Layout,서울도시기본계획 모니터링 > 서울도시기본계획 모니터링 2024,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2020년대",아니오,"도시계획, 토지이용, 주택",
65442,"2024 서울의 주목할만한 현주소, 산업구조",/node/65442,DXPR Layout,서울도시기본계획 모니터링 > 서울도시기본계획 모니터링 2024,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2020년대",아니오,산업경제,
65443,"2024 서울의 주목할만한 현주소, 중심지",/node/65443,DXPR Layout,서울도시기본계획 모니터링 > 서울도시기본계획 모니터링 2024,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2020년대",아니오,"도시계획, 토지이용, 기업경영",
65444,"2024 서울의 주목할만한 현주소, 광역생활권",/node/65444,DXPR Layout,서울도시기본계획 모니터링 > 서울도시기본계획 모니터링 2024,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2020년대",아니오,"토지이용, 교통, 도시계획, 산업경제",
65445,"2024 서울의 주목할만한 현주소, 탄소배출",/node/65445,DXPR Layout,서울도시기본계획 모니터링 > 서울도시기본계획 모니터링 2024,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2020년대",아니오,"환경, 자원순환",
65446,working_landing,/node/65446,DXPR Layout,,,,,,,
65447,모니터링 _랜딩(폰트_테스트),/node/65447,DXPR Layout,,,,,,,
65450,서울도시기본계획 모니터링(2024),/node/65450,DXPR Layout,,,,,,,
65452,modal_test,/node/65452,DXPR Layout,,,,,,,
65453,서울도시기본계획모니터링 소개,/node/65453,DXPR Layout,,,,,,,
65454,서울도시기본계획모니터링 모아보기,/node/65454,DXPR Layout,,,,,,,
65455,서울도시기본계획모니터링 계획진단(2024),/node/65455,DXPR Layout,서울도시기본계획 모니터링 > 서울도시기본계획 모니터링 2024,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2020년대,아니오,도시계획,
65460,서울경제동향_landing,/node/65460,DXPR Layout,,,,,,,
55582,[01호] 코로나19 확산에 따른 서울시 사회경제적 변화 분석(2~5월),/node/55582,인사이트 리포트,데이터로 본 서울 > 데이터로 본 서울,제 1유형 : 출처표시,,"1990년대 이전, 2000년대, 2010년대, 2020년대",아니오,인구가구,
55616,[02호] 도시데이터센서를 이용한 서울시 기온 분포 분석,/node/55616,인사이트 리포트,데이터로 본 서울 > 데이터로 본 서울,제 1유형 : 출처표시,,"1990년대 이전, 2000년대, 2010년대, 2020년대",아니오,인구가구,
55617,[03호] 부동산 등기데이터를 이용한 지역 간 부동산 거래분석,/node/55617,인사이트 리포트,데이터로 본 서울 > 데이터로 본 서울,제 1유형 : 출처표시,,"1990년대 이전, 2000년대, 2010년대, 2020년대",아니오,인구가구,
55682,[04호] 격랑의 2020년 vs 회복의 2021년,/node/55682,인사이트 리포트,데이터로 본 서울 > 데이터로 본 서울,제 1유형 : 출처표시,,"1990년대 이전, 2000년대, 2010년대, 2020년대",아니오,인구가구,
65165,[05호] 세대 간 자산 격차 분석: 가계금융복지데이터,/node/65165,인사이트 리포트,데이터로 본 서울 > 데이터로 본 서울,제 1유형 : 출처표시,,"1990년대 이전, 2000년대, 2010년대, 2020년대",아니오,인구가구,
65208,[06호] S·DoT 빅데이터를 이용한 서울시 주거지역 폭염 취약도 진단,/node/65208,인사이트 리포트,데이터로 본 서울 > 데이터로 본 서울,제 1유형 : 출처표시,,"1990년대 이전, 2000년대, 2010년대, 2020년대",아니오,인구가구,
408,서울형 통합교통서비스 인식 설문조사,/node/408,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,교통,
409,서울형 포용도시 지표 개발을 위한 일반시민 의견조사,/node/409,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,"산업경제, 사회",
410,서울시 문화예술동아리 실태조사에 관한 설문,/node/410,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,문화관광,
411,서울형 혁신교육지구 사업 운영실태 조사,/node/411,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,교육,
412,소규모 사업장의 환경인식 및 환경관리 설문조사,/node/412,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,환경,
413,서울 미래세대 인식조사,/node/413,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,사회,
414,서울시 지역특화발전특구 운영실태 및 개선방안에 관한 설문조사,/node/414,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,산업경제,
415,지역사회기반의 지역협치 모델 구축 방안 실태조사,/node/415,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,사회,
416,서울시 공공투자 사업관리체계 개선을 위한 의견 조사,/node/416,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,산업경제,
417,도심권 통행 행태 점검을 위한 설문조사,/node/417,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,교통,
418,하천수사용료 제도 관련 인식 설문조사,/node/418,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,환경,
419,도심권 자율주행자동차 이용 행태 점검을 위한 설문조사,/node/419,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,교통,
420,서울형 행복지표체계 조사,/node/420,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,사회,
421,서울시 건축물 안전에 관한 시민의식 조사,/node/421,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,안전재난,
422,서울시 영상미디어 창조인재의 노동시장 설문조사,/node/422,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,문화관광,
423,베이비붐 세대 일자리 수요조사,/node/423,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,산업경제,
424,저성장기 서울의 도시정책에 대한 시민의견조사,/node/424,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,도시계획,
425,청년활동 실태 및 지원사업 정책수요 조사,/node/425,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,사회,
426,반려동물 보유와 동물복지지원시설 수요에 관한 설문조사,/node/426,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,복지,
427,서울시 승용차 마일리지제 도입방안에 관한 설문조사,/node/427,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,교통,
428,자가용 승용차 수요 및 이용 특성 설문조사,/node/428,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,교통,
429,서울시 65세 이상 고령근로자 실태조사,/node/429,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,산업경제,
430,토지주택소유 의식조사,/node/430,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,주택,
431,종묘탑골공원 주변어르신 실태와 욕구조사,/node/431,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,복지,
432,서울시민의 유해화학물질에 대한 인식 설문조사,/node/432,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,환경,
433,서울시민 건설공사장 환경관리 인식,/node/433,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,환경,
434,나눔카 효과평가 심층 설문조사,/node/434,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,교통,
435,서울시 쇼핑관광 실태조사,/node/435,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,산업경제,
436,서울 주요 제조업 실태조사,/node/436,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,산업경제,
437,미래도시 서울에 관한 시민 인식조사,/node/437,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,사회,
438,서울형 주민자치 모델연구 대시민 설문조사,/node/438,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,사회,
439,공유경제 시민의식 및 이용자 설문조사,/node/439,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,산업경제,
440,주택시장 변화에 따른 서울시민 주택수요 특성 조사,/node/440,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,주택,
441,서울형 행복지수 시민의식 조사,/node/441,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,사회,
442,임대주택사업과 국공립어린이집 확충사업 정책만족도,/node/442,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,주택,
55620,서울복지실태조사 (2020),/node/55620,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2020년대,아니오,복지,
55621,서울복지실태조사 (2018),/node/55621,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,복지,
55622,서울복지실태조사 (2015),/node/55622,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,복지,
55623,가구통행실태조사 (1996~2020),/node/55623,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"1990년대 이전, 2000년대, 2010년대, 2020년대",아니오,교통,
55624,서울서베이,/node/55624,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,,아니오,,
55625,서울서베이 (2015),/node/55625,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,사회,
55627,서울서베이 (2016),/node/55627,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,사회,
55628,서울서베이 (2017),/node/55628,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,사회,
55629,서울서베이 (2018) ,/node/55629,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,사회,
55630,서울서베이 (2019),/node/55630,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,사회,
65052,서울복지실태조사 (2020),/node/65052,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2020년대,아니오,복지,
65060,서울복지실태조사 (2018),/node/65060,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,복지,
65061,서울복지실태조사 (2015),/node/65061,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,복지,
65072,서울서베이 (2020),/node/65072,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2020년대,아니오,사회,
65241,서울서베이 (2021),/node/65241,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2020년대,아니오,사회,
65248,서울시 청년 불평등 관련 인식조사,/node/65248,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2020년대,아니오,"사회, 산업경제",
65252,그린인프라,/node/65252,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2020년대,아니오,환경,
65285,재난·사고 위험에 대한 서울시민 인식 설문조사,/node/65285,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2020년대,아니오,안전재난,
65332,서울복지실태조사 (2022)_ver.1,/node/65332,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2020년대,아니오,복지,
65342,서울복지실태조사 (2022),/node/65342,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2020년대,아니오,복지,
65343,서울시 저소득가구의 에너지 소비 실태와 복지 수요조사,/node/65343,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,아니오,환경,
65398,2021 청년패널조사,/node/65398,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2020년대,아니오,복지,
65399,2022 청년패널조사,/node/65399,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2020년대,아니오,복지,
65401,서울서베이 (2022),/node/65401,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2020년대,아니오,사회,
65451,양육서베이조사 (2024),/node/65451,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2020년대,아니오,사회,
65462,서울복지실태조사 (2024),/node/65462,조사데이터,조사데이터 > 설문조사,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2020년대,아니오,복지,
65131,[01] SeMA 시약창고,/node/65131,서울의 근현대유산,서울의 근현대유산 > 서울의 근현대유산,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,,아니오,문화관광,
65132,[02] 동대문운동장,/node/65132,서울의 근현대유산,서울의 근현대유산 > 서울의 근현대유산,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,,아니오,문화관광,
65133,[03] 중앙탕,/node/65133,서울의 근현대유산,서울의 근현대유산 > 서울의 근현대유산,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,,아니오,문화관광,
65134,[04] 오모테산도힐즈,/node/65134,서울의 근현대유산,서울의 근현대유산 > 서울의 근현대유산,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,,아니오,문화관광,
65135,[05] 다이바잇초메 상점가,/node/65135,서울의 근현대유산,서울의 근현대유산 > 서울의 근현대유산,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,,아니오,문화관광,
65136,[06] 메오토젠자이,/node/65136,서울의 근현대유산,서울의 근현대유산 > 서울의 근현대유산,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,,아니오,문화관광,
65137,[07] 딜쿠샤,/node/65137,서울의 근현대유산,서울의 근현대유산 > 서울의 근현대유산,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,,아니오,문화관광,
65138,"[08] 다다오청 URS27W,127,155,329",/node/65138,서울의 근현대유산,서울의 근현대유산 > 서울의 근현대유산,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,,아니오,문화관광,
65141,[09] 체부동 성결교회,/node/65141,서울의 근현대유산,서울의 근현대유산 > 서울의 근현대유산,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,,아니오,문화관광,
65142,[10] 반달할아버지 가옥,/node/65142,서울의 근현대유산,서울의 근현대유산 > 서울의 근현대유산,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,,아니오,문화관광,
65143,[11] 화산1914문화창의산업원구,/node/65143,서울의 근현대유산,서울의 근현대유산 > 서울의 근현대유산,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,,아니오,문화관광,
65144,[12] 메이지무라,/node/65144,서울의 근현대유산,서울의 근현대유산 > 서울의 근현대유산,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,,아니오,문화관광,
65145,[13] 청일집,/node/65145,서울의 근현대유산,서울의 근현대유산 > 서울의 근현대유산,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,,아니오,문화관광,
65146,[14] 이상화 고택,/node/65146,서울의 근현대유산,서울의 근현대유산 > 서울의 근현대유산,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,,아니오,문화관광,
65147,[15] 돈의문박물관마을,/node/65147,서울의 근현대유산,서울의 근현대유산 > 서울의 근현대유산,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,,아니오,문화관광,
65148,[16] 북촌 한옥마을,/node/65148,서울의 근현대유산,서울의 근현대유산 > 서울의 근현대유산,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,,아니오,문화관광,
65149,[17] 호젠지요코쵸,/node/65149,서울의 근현대유산,서울의 근현대유산 > 서울의 근현대유산,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,,아니오,문화관광,
65150,[18] 베이먼 카메라거리,/node/65150,서울의 근현대유산,서울의 근현대유산 > 서울의 근현대유산,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,,아니오,문화관광,
65151,[19] 세운메이커스큐브,/node/65151,서울의 근현대유산,서울의 근현대유산 > 서울의 근현대유산,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,,아니오,문화관광,
65152,[20] 초량 이바구길,/node/65152,서울의 근현대유산,서울의 근현대유산 > 서울의 근현대유산,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,,아니오,문화관광,
65153,[21] 서울생활문화유산자료조사,/node/65153,서울의 근현대유산,서울의 근현대유산 > 서울의 근현대유산,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,,아니오,문화관광,
65154,[22] 스트리트뮤지엄,/node/65154,서울의 근현대유산,서울의 근현대유산 > 서울의 근현대유산,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,,아니오,문화관광,
65155,"[23] 잘가, 동대문운동장",/node/65155,서울의 근현대유산,서울의 근현대유산 > 서울의 근현대유산,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,,아니오,문화관광,
65156,[24] 40계단 문화관광테마거리,/node/65156,서울의 근현대유산,서울의 근현대유산 > 서울의 근현대유산,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,,아니오,문화관광,
65157,[25] 영등포교도소 개방행사,/node/65157,서울의 근현대유산,서울의 근현대유산 > 서울의 근현대유산,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,,아니오,문화관광,
65173,개요,/node/65173,서울의 근현대유산,서울의 근현대유산 > 서울의 근현대유산,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,,아니오,문화관광,
