NID,제목,URL,콘텐츠 타입,ITEM 분류,공공누리,디스크렙션,시기분류,종간콘텐츠 여부,주제분류,핵심 키워드
1,비교의 관점,/node/1,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,,예,공통기초,
2,비교대상도시 선정,/node/2,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,,예,공통기초,
3,비교대상 공간 설정,/node/3,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,,예,공통기초,
4,비교지표 선정,/node/4,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,,예,공통기초,
5,지표조사 방법,/node/5,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,,예,공통기초,
6,도시별 주요현황,/node/6,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"1990년대 이전, 2000년대, 2010년대",예,공통기초,
7,서울,/node/7,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"1990년대 이전, 2000년대, 2010년대",예,공통기초,
8,도쿄,/node/8,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"1990년대 이전, 2000년대, 2010년대",예,공통기초,
9,베이징,/node/9,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"1990년대 이전, 2000년대, 2010년대",예,공통기초,
10,싱가포르,/node/10,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"1990년대 이전, 2000년대, 2010년대",예,공통기초,
11,뉴욕,/node/11,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"1990년대 이전, 2000년대, 2010년대",예,공통기초,
12,런던,/node/12,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"1990년대 이전, 2000년대, 2010년대",예,공통기초,
13,파리,/node/13,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"1990년대 이전, 2000년대, 2010년대",예,공통기초,
14,면적과 인구규모,/node/14,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2000년대, 2010년대",예,인구가구,
15,인구성장 추이,/node/15,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"1990년대 이전, 2000년대, 2010년대, 2020년대",예,인구가구,
16,인구밀도,/node/16,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,인구가구,
17,구별 인구분포,/node/17,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,인구가구,
18,구별 인구증감률,/node/18,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2000년대, 2010년대",예,인구가구,
19,구별 인구밀도 ,/node/19,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,인구가구,
20,인구 및 면적집중도,/node/20,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2000년대, 2010년대",예,인구가구,
21,인구피라미드,/node/21,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2000년대, 2010년대",예,인구가구,
22,연령별 인구구조와 합계출산율,/node/22,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2000년대, 2010년대",예,인구가구,
23,노령화지수와 부양비,/node/23,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2000년대, 2010년대",예,인구가구,
24,총가구 수,/node/24,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2000년대, 2010년대",예,인구가구,
25,평균 가구원 수,/node/25,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2000년대, 2010년대",예,인구가구,
26,1인 가구 비율,/node/26,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2000년대, 2010년대",예,인구가구,
27,구별 가구증감률,/node/27,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2000년대, 2010년대",예,인구가구,
28,구별 1인 가구 비율,/node/28,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,인구가구,
29,1000명당 주택 수,/node/29,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,주택,
30,1인당 평균 주거면적,/node/30,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,주택,
31,공공임대주택 비율,/node/31,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,주택,
32,연소득 대비 주택가격,/node/32,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,"주택, 산업경제",
33,고용률,/node/33,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2000년대, 2010년대",예,산업경제,
34,성별 취업자 비중,/node/34,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2000년대, 2010년대",예,산업경제,
35,연령별 취업자 비중,/node/35,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2000년대, 2010년대",예,산업경제,
36,주요 업종별 종사자 비율,/node/36,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2000년대, 2010년대",예,산업경제,
37,서비스업종별 종사자 비율 ,/node/37,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2000년대, 2010년대",예,산업경제,
38,외국인 관광객 수,/node/38,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2000년대, 2010년대",예,문화관광,
39,국제회의 개최건수,/node/39,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2000년대, 2010년대",예,문화관광,
40,전문 컨벤션시설 수 및 분포도,/node/40,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,문화관광,
41,시가화면적,/node/41,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2000년대, 2010년대",예,토지이용,
42,시가화지역 인구밀도,/node/42,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,"토지이용, 인구가구",
43,시가화지역 변천과정,/node/43,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"1990년대 이전, 2000년대, 2010년대",예,토지이용,
44,시가화지역도,/node/44,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,토지이용,
45,토지이용,/node/45,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,토지이용,
46,용도지역,/node/46,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,"토지이용, 도시계획",
47,초고층건물,/node/47,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,토지이용,
48,자동차 및 승용차 등록대수,/node/48,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2000년대, 2010년대",예,교통,
49,가구당 자동차 보유대수,/node/49,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2000년대, 2010년대",예,교통,
50,차량 평균 통행속도 ,/node/50,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2000년대, 2010년대",예,교통,
51,교통수단 분담률,/node/51,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2000년대, 2010년대",예,교통,
52,도로연장,/node/52,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,교통,
53,도로망도,/node/53,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,교통,
54,버스운행실적,/node/54,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,교통,
55,도시철도 운행실적,/node/55,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,교통,
56,도시철도망도,/node/56,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,교통,
57,국가 철도연결망도,/node/57,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,교통,
58,국제공항 시설 및 운영 현황,/node/58,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,교통,
59,국제공항 운영실적,/node/59,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,교통,
60,국제공항-시청 접근성,/node/60,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,교통,
61,대기오염물질,/node/61,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2000년대, 2010년대",예,환경,
62,생활폐기물,/node/62,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대",예,자원순환,
63,공원녹지,/node/63,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,환경,
64,공공도서관,/node/64,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,문화관광,
65,노인복지시설,/node/65,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,복지,
66,교육시설,/node/66,데이터로 본 서울(콘텐츠),서울과 세계대도시 > 서울과 세계대도시,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,교육,
67,지형,/node/67,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,지형,
68,기후,/node/68,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,환경,
69,바람,/node/69,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,환경,
70,역사,/node/70,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,,예,공통기초,
71,시가지 확산,/node/71,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,공통기초,
73,행정구역,/node/73,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,공통기초,
74,인구개괄,/node/74,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,인구가구,
75,인구변화,/node/75,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,인구가구,
76,인구밀도,/node/76,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,인구가구,
77,인구이동,/node/77,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,인구가구,
78,인구구조,/node/78,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"1990년대 이전, 2000년대, 2010년대",예,인구가구,
79,중위연령,/node/79,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,인구가구,
80,부양비,/node/80,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,인구가구,
81,외국인,/node/81,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,인구가구,
82,유치원,/node/82,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"1990년대 이전, 2000년대, 2010년대",예,교육,
83,초등학교,/node/83,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"1990년대 이전, 2000년대, 2010년대",예,교육,
84,중학교,/node/84,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"1990년대 이전, 2000년대, 2010년대",예,교육,
85,고등학교,/node/85,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"1990년대 이전, 2000년대, 2010년대",예,교육,
86,대학교,/node/86,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"1990년대 이전, 2000년대, 2010년대",예,교육,
87,정보화 실태,/node/87,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,교육,
88,문화재,/node/88,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,문화관광,
89,문화시설,/node/89,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,문화관광,
90,공공도서관,/node/90,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,문화관광,
91,축제,/node/91,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,문화관광,
92,사회복지시설,/node/92,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,복지,
93,의료기관,/node/93,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,"복지, 보건",
94,국민기초생활보장 수급자,/node/94,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,복지,
95,총사업체 수,/node/95,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,산업경제,
96,종사자 수,/node/96,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,산업경제,
97,경제활동인구,/node/97,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,산업경제,
98,제조업,/node/98,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,산업경제,
99,3차 산업,/node/99,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,산업경제,
100,창의산업,/node/100,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,산업경제,
101,IT 산업,/node/101,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,산업경제,
102,재정,/node/102,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,산업경제,
103,가구,/node/103,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,인구가구,
104,주택 수,/node/104,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,주택,
105,주택 보급률,/node/105,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,주택,
106,주택유형,/node/106,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,주택,
107,주택점유형태,/node/107,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,주택,
108,토지이용현황,/node/108,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,토지이용,
109,도시계획,/node/109,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,"토지이용, 도시계획",
110,도시개발 및 도시주거환경정비,/node/110,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,"토지이용, 도시계획",
111,지가,/node/111,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,토지이용,
112,대기질,/node/112,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,환경,
113,상수도,/node/113,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,환경,
114,하수도,/node/114,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,환경,
115,생활폐기물,/node/115,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,자원순환,
116,식생,/node/116,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,환경,
117,비오톱 유형 및 평가,/node/117,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,환경,
118,공원,/node/118,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,환경,
119,도로시설,/node/119,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,교통,
120,통행속도 및 교통량,/node/120,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,교통,
121,교통수단,/node/121,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,교통,
122,승용차 보유,/node/122,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,교통,
123,통행,/node/123,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,교통,
124,지형,/node/124,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,지형,
125,행정구역,/node/125,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,공통기초,
126,수도권 인구,/node/126,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"1990년대 이전, 2000년대, 2010년대",예,인구가구,
127,수도권 인구밀도,/node/127,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"1990년대 이전, 2000년대, 2010년대",예,인구가구,
128,산업,/node/128,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"1990년대 이전, 2000년대, 2010년대",예,산업경제,
129,제조업,/node/129,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"1990년대 이전, 2000년대, 2010년대",예,산업경제,
130,3차 산업,/node/130,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,"2010년대, 2000년대, 1990년대 이전",예,주택,
131,주택,/node/131,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2010년대,예,토지이용,
132,토지이용,/node/132,데이터로 본 서울(콘텐츠),지도로 본 서울 > 지도로 본 서울 2013,제 4유형 : 출처표시 + 상업적 이용금지 + 변경금지,,2000년대,예,교통,
